ID|Nombre de la Unidad Económica|Razón social|Código de la clase de actividad SCIAN|Descripcion estrato personal ocupado|Correo electrónico|Sitio en Internet|Fecha de incorporación al DENUE|Tipo de establecimiento|id_direccion
6186658|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|636
6186659|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|637
6186660|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|638
6186661|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|639
6186662|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|640
6186663|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|641
6186664|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|642
6186665|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|643
6186666|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|644
6186667|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|645
6186668|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|646
6186669|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|647
6186670|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|648
6186671|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|649
6186672|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|650
6186673|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|651
6186674|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|652
6186675|GAVINO VAZQUEZ RODRIGUEZ||212321|0 a 5 personas|||dic-14|Fijo|653
6186676|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|654
6186677|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|655
6186678|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|656
6186679|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|657
6186680|GRABIEL MONROY ALVAREZ||212321|0 a 5 personas|||dic-14|Fijo|658
6186681|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|659
6186682|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|660
6186683|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|661
6186684|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|662
6186685|PAPAGAYO LA SABANA, S.A. DE C.V.|PAPAGAYO LA SABANA, S.A. DE C.V.|212321|31 a 50 personas|||dic-14|Fijo|663
6186686|MINERÍA DE SAL||212391|6 a 10 personas|||dic-14|Fijo|664
6186687|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|665
6186688|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|666
6186689|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|667
6186690|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|668
6186691|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|669
6186692|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|670
6186693|MINERA MEXICANA  HOLDING  DE OCCIDENTE S A DE C V|MINERA MEXICANA HOLDING DE OCCIDENTE S A DE C V|212210|11 a 30 personas|||dic-14|Fijo|671
6186694|SOCIEDAD COOPERATIVA DE PRODUCTORES DE SAL DE SAN JERONIMITO,GRO, S.C. L.|SOCIEDAD COOPERATIVA DE PRODUCTORES DE SAL DE SAN JERONIMITO,GRO, S.C. L.|212391|51 a 100 personas|||jul-13|Fijo|672
6186695|SOCIEDAD COOPERATIVA DE PRODUCTOS DE SAL LOMA BONITA, S.C.L.|SOCIEDAD COOPERATIVA DE PRODUCTOS DE SAL LOMA BONITA, S.C.L.|212391|51 a 100 personas|||jul-10|Fijo|673
6186696|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|674
6186697|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|675
6186698|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|676
6186699|AGREGADOS IXQUIAPAN||212321|11 a 30 personas|||jul-10|Fijo|677
6186700|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|678
6186701|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||jul-10|Fijo|679
6186702|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||jul-10|Fijo|680
6186703|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|681
6186704|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||jul-10|Fijo|682
6186705|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||jul-10|Fijo|683
6186706|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||jul-10|Fijo|684
6186707|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||jul-10|Fijo|685
6186708|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||mar-11|Fijo|686
6186709|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||mar-11|Fijo|687
6186710|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||jun-12|Fijo|688
6186711|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||mar-11|Fijo|689
6186712|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|6 a 10 personas|||jul-10|Fijo|690
6186713|CALES Y MARMOLES URILAN, S.A. DE C.V.||212312|11 a 30 personas|||jul-10|Fijo|691
6186714|HALIMAGE, S.A. DE C.V.||212321|6 a 10 personas|HALIMAGE_REYNOSO@HOTMAIL.COM||mar-11|Fijo|692
6186715|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|693
6186716|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|6 a 10 personas|||mar-11|Fijo|694
6186717|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|6 a 10 personas|||mar-11|Fijo|695
6186718|MINERÍA DE MÁRMOL||212312|6 a 10 personas|||dic-14|Fijo|696
6186719|TRITURADO DE MATERIALES GUADALUPANA||212321|0 a 5 personas|||jul-10|Fijo|697
6186720|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|698
6186721|GRUPO XOCOMULCO DE GUERRERO, S.A. DE C.V.|GRUPO XOCOMULCO DE GUERRERO, S.A. DE C.V.|212321|11 a 30 personas|GRUPOXOCOMULCO@YAHOO.COM.MX||jul-10|Fijo|699
6186722|DISTRUIBUIDORA DE MARIALES PARA LA CONSTRUCCIÓN SAN JOSE TLAPA MARQUELIA, S.A. DE C.V.|DISTRUIBUIDORA PARA LA CONSTRUCCIONSAN JOSE TLAPA MARQUELIA, S.A. DE C.V.|212321|0 a 5 personas|||jul-10|Fijo|700
6186723|TRITURADORA DE PIEDRA HUAJOJUTLA SOCIEDAD DE SOLIDARIDAD SOCIAL|TRITURADORA DE PIEDRA HUAJOJUTLA SOCIEDAD DE SOLIDARIDAD SOCIAL|212321|11 a 30 personas|TPHS506@PRODYGY.NET.MX||jul-10|Fijo|701
6186724|COMPAÑÍA MINERA LA CALENTANA||212222|31 a 50 personas|||mar-11|Fijo|702
6186725|UNIDAD MINERA LOS FILOS|DESARROLLOS MINEROS SAN LUIS, S.A. DE C.V.|212221|251 y más personas||WWW.GOLDCORP.COM|jul-13|Fijo|703
6186726|CONSTRUCTORA LOVA, S.A. DE C.V.|CONSTRUCTORA LOVA, S.A. DE C.V.|212321|11 a 30 personas|LOVEGA93@YAHOO.COM.MX||jul-10|Fijo|704
6186727|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|6 a 10 personas|||mar-11|Fijo|705
6186729|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|6 a 10 personas|||jul-10|Fijo|706
6186730|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jun-12|Fijo|707
6186731|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|708
6186732|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|709
6186733|MODESTO VILLEGAS NAVA||212329|0 a 5 personas|||mar-11|Fijo|710
6186734|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|711
6186735|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|712
6186736|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|713
6186737|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|714
6186738|GRUPO 19 DE MARZO||212391|51 a 100 personas|||mar-11|Fijo|715
6186739|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-13|Fijo|716
6186740|MATERIALES PARA CONSTRUCCIÓN SULLIVAN|CONSTRUCCIONES CONCRETOS Y PAVIMENTOS ALTA MONTAÑA, S.A. DE C.V.|212321|11 a 30 personas|||jul-10|Fijo|717
6186741|MATERIALES DE LA REGIÓN BAZAN|MATERIALES DE LA REGIÓN BAZAN|212321|6 a 10 personas|MIBS1980@HOTMAIL.COM||jul-10|Fijo|718
6186742|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|719
6186743|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|720
6186744|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|721
6186745|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|722
6186746|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jun-12|Fijo|723
6186747|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jun-12|Fijo|724
6186748|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|725
6186749|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||dic-14|Fijo|726
6186750|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|727
6186751|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jun-12|Fijo|728
6186752|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|729
6186753|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jun-12|Fijo|730
6186754|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|731
6186755|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|732
6186756|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|733
6186757|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|734
6186758|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|735
6186759|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|736
6186760|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|737
6186761|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|738
6186762|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|739
6186763|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-13|Fijo|740
6186764|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|741
6186765|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||dic-14|Fijo|742
6186766|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|6 a 10 personas|||jul-10|Fijo|743
6186767|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||dic-14|Fijo|744
6186768|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|745
6186769|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||jul-10|Fijo|746
6186770|MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS||212319|0 a 5 personas|||mar-11|Fijo|747
6186771|MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS||212319|0 a 5 personas|||mar-11|Fijo|748
6186772|MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS||212319|0 a 5 personas|||mar-11|Fijo|749
6186773|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|750
6186774|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|751
6186775|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-13|Fijo|752
6186776|MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS||212319|0 a 5 personas|||mar-11|Fijo|753
6186777|MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS||212319|0 a 5 personas|||mar-11|Fijo|754
6186778|SILVIANO SAN JUAN LEONARDO||212319|0 a 5 personas|||mar-11|Fijo|755
6186779|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|756
6186780|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|757
6186781|CELSO GARCIA DAMIAN||212329|0 a 5 personas|||dic-14|Fijo|758
6186782|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||dic-14|Fijo|759
6186783|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||mar-11|Fijo|760
6186784|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|761
6186785|TRITURADOS ALARCON||212321|11 a 30 personas|||jul-10|Fijo|762
6186786|MATERIALES PARA CONSTRUCCIÓN ROCA ETERNA, S.A. DE C.V.|MATERIALES PARA CONSTRUCCIÓN ROCA ETERNA, S.A. DE C.V.|212321|6 a 10 personas|ROCAETERNA06@HOTMAIL.COM||jul-10|Fijo|763
6186787|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||dic-14|Fijo|764
6186788|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|765
6186790|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|766
6186791|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|767
6186792|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|6 a 10 personas|||jul-13|Fijo|768
6186793|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|769
6186794|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||dic-14|Fijo|770
6186795|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|771
6186796|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|772
6186797|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||dic-14|Fijo|773
6186798|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||dic-14|Fijo|774
6186799|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|775
6186800|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|776
6186801|BANCO DE BARRO SIN NOMBRE||212329|0 a 5 personas|||jul-10|Fijo|777
6186802|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||dic-14|Fijo|778
6186803|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-10|Fijo|779
6186804|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212329|0 a 5 personas|||jul-13|Fijo|780
6186805|DEXSA DE ACAPULCO, S.A. DE C.V.|DEXSA DE ACAPULCO, S.A. DE C.V.|212321|31 a 50 personas|DEXSA@PRODIGY.NET.MX||mar-11|Fijo|781
6186806|LAS MINAS DE LA JOYA, S.C. DE R.L.|LAS MINAS DE LA JOYA, S.C. DE R.L.|212321|0 a 5 personas|||dic-14|Fijo|782
6186807|SOCIEDAD COOPERATIVA DE PRODUCTORES DE SAL DE JULUCHUCA DE S.C.L|SOCIEDAD COOPERATIVA DE PRODUCTORES DE SAL DE JULUCHUCA, S.C. L.|212391|51 a 100 personas|||jul-10|Fijo|783
6186808|MINERÍA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|784
6186809|MINERÍA DE SAL||212391|6 a 10 personas|||mar-11|Fijo|785
6186810|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|786
6186811|MINERÍA DE SAL||212391|6 a 10 personas|||mar-11|Fijo|787
6186812|MINERÍA DE SAL||212391|6 a 10 personas|||jul-10|Fijo|788
6186813|MINERÍA DE SAL||212391|6 a 10 personas|||jul-10|Fijo|789
6186814|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|790
6186815|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|791
6186816|MINERÍA DE SAL||212391|6 a 10 personas|||jul-10|Fijo|792
6186817|MINERÍA DE SAL||212391|11 a 30 personas|||jul-10|Fijo|793
6186818|MINERÍA DE SAL||212391|11 a 30 personas|||jul-10|Fijo|794
6186819|FLORIBERTO SAUSTEGUI MASCADA||212391|6 a 10 personas|||jul-10|Fijo|795
6186820|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|796
6186821|MINERÍA DE SAL||212391|6 a 10 personas|||jul-10|Fijo|797
6186822|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|798
6186823|MINERÍA DE SAL||212391|6 a 10 personas|||jul-10|Fijo|799
6186824|MINERÍA DE SAL||212391|6 a 10 personas|||jul-10|Fijo|800
6186825|MINERÍA DE SAL||212391|6 a 10 personas|||jul-10|Fijo|801
6186826|MINERÍA DE SAL||212391|6 a 10 personas|||jul-10|Fijo|802
6186827|MINERÍA DE SAL||212391|6 a 10 personas|||jul-10|Fijo|803
6186828|MINERÍA DE SAL||212391|6 a 10 personas|||jul-10|Fijo|804
6186829|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|805
6186830|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||dic-14|Fijo|806
6186831|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||jul-10|Fijo|807
6186832|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||jul-10|Fijo|808
6186833|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||jul-10|Fijo|809
6186834|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||jul-10|Fijo|810
6186835|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN||212321|0 a 5 personas|||jul-10|Fijo|811
6186836|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|812
6186837|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|813
6186838|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|814
6186839|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|815
6186840|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|816
6186841|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|817
6186842|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|818
6186843|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212391|0 a 5 personas|||mar-11|Fijo|819
6186844|MINERÍA DE SAL||212391|6 a 10 personas|||mar-11|Fijo|820
6186845|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|821
6186846|MINERÍA DE SAL||212329|0 a 5 personas|||dic-14|Fijo|822
6186847|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|823
6186848|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|824
6186849|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|825
6186850|MINERÍA DE SAL||212391|6 a 10 personas|||mar-11|Fijo|826
6186851|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|827
6186852|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|828
6186853|RENTA DE MAQUINARIA Y TRANSPORTADORA DE MATERIAL PARA LA CONSTRUCCIÓN SOTELO||212321|0 a 5 personas|||jun-12|Fijo|829
6186854|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212391|6 a 10 personas|||mar-11|Fijo|830
6186855|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212391|0 a 5 personas|||mar-11|Fijo|831
6186856|FROYLAN VAZQUEZ BORJA||212391|6 a 10 personas|||mar-11|Fijo|832
6186857|MINERÍA DE SAL||212391|6 a 10 personas|||mar-11|Fijo|833
6186858|MINERÍA DE SAL||212391|6 a 10 personas|||mar-11|Fijo|834
6186859|MINERÍA DE SAL||212391|11 a 30 personas|||mar-11|Fijo|835
6186860|MINERÍA DE SAL||212391|6 a 10 personas|||mar-11|Fijo|836
6186861|MINERÍA DE SAL||212391|11 a 30 personas|||mar-11|Fijo|837
6186862|MINERÍA DE SAL||212391|6 a 10 personas|||mar-11|Fijo|838
6186863|MINERÍA DE SAL||212391|11 a 30 personas|||mar-11|Fijo|839
6186864|PIEDAD BALBUENA CAYETANO||212391|0 a 5 personas|||mar-11|Fijo|840
6186865|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|841
6186866|MINERÍA DE SAL||212391|11 a 30 personas|||jul-10|Fijo|842
6186867|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|843
6186868|MINERÍA DE SAL||212391|11 a 30 personas|||mar-11|Fijo|844
6186869|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212391|0 a 5 personas|||mar-11|Fijo|845
6186870|MINERÍA DE SAL||212391|6 a 10 personas|||mar-11|Fijo|846
6186871|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|847
6186872|MINERÍA DE OTRAS ARCILLAS Y DE OTROS MINERALES REFRACTARIOS||212391|11 a 30 personas|||mar-11|Fijo|848
6186873|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|849
6186874|FABIEL GUEVARA ROQUE||212391|11 a 30 personas|||mar-11|Fijo|850
6186875|MINERÍA DE SAL||212391|6 a 10 personas|||mar-11|Fijo|851
6186876|MINERÍA DE SAL||212391|11 a 30 personas|||mar-11|Fijo|852
6186877|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|853
6186878|MINERÍA DE SAL||212391|11 a 30 personas|||mar-11|Fijo|854
6186879|LUZ MARIA OZUNA CLEMENTE||212391|6 a 10 personas|||mar-11|Fijo|855
6186880|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|856
6186881|MINERÍA DE SAL||212391|11 a 30 personas|||mar-11|Fijo|857
6186882|MINERÍA DE SAL||212391|0 a 5 personas|||mar-11|Fijo|858
6186883|MINERÍA DE SAL||212391|11 a 30 personas|||mar-11|Fijo|859
